STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,METHODOLOGY,Measurement method,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,MEX,Mexico,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,4.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,MEX,Mexico,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,4.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,MEX,Mexico,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2020,,4.2,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1995,,13.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1996,,13.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1997,,13.2,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1998,,13,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1999,,13,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2000,,13.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2001,,13.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2002,,13.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2003,,12.7,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2004,,12.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2005,,12.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2006,,12.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2007,,12.2,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2008,,12,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2009,,11.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2010,,11.9,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2011,,11.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2012,,11.8,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2013,,11.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,11.6,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,11.5,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,11.4,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,11.3,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,11.1,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,LUX,Luxembourg,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,11,,D,Definition differs,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1995,,5.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1996,,4.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1997,,4.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1998,,4.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1999,,4.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2000,,4.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2001,,4.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2002,,3.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2003,,4.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2004,,4.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2005,,4.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2006,,4.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2007,,4.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2008,,5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2009,,5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2010,,5.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2011,,5.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2012,,5.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2013,,5.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,5.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,5.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,5.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,5.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,5.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,PER,Peru,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,5.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1995,,4.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1996,,4.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1997,,4.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1998,,3.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1999,,3.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2000,,3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2001,,2.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2002,,2.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2003,,2.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2004,,3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2005,,2.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2006,,3.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2007,,3.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2008,,4.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2009,,4.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2010,,5.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2011,,5.4,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2012,,5.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2013,,5.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2014,,5.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2015,,5.7,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2016,,5.6,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2017,,5.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2018,,4.8,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,CHN,China (People’s Republic of),A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2019,,4.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,BEL,Belgium,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1995,,11,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,BEL,Belgium,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1996,,10.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,BEL,Belgium,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1997,,10.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,BEL,Belgium,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1998,,9.9,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,BEL,Belgium,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,1999,,10.1,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,BEL,Belgium,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2000,,11.2,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,BEL,Belgium,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2001,,11,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,BEL,Belgium,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2002,,11.3,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC(1.0),Alcohol consumption,I,BEL,Belgium,A,Annual,AC,Alcohol consumption,Y_GE15,15 years or over,_T,Total,L_PS,Litres per person,_Z,Not applicable,2003,,11.3,,A,Normal value,0,Units,,
