"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIEFE40","Females at age 40","EVIDUREV","Years","ISL","Iceland","2015","2015",44.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","ISL","Iceland","2016","2016",44.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","ISL","Iceland","2017","2017",45.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","ISL","Iceland","2018","2018",45.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","ISL","Iceland","2019","2019",45.2,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","ISL","Iceland","2020","2020",45.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","1995","1995",23.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","1996","1996",23.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","1997","1997",24.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","1998","1998",24.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","1999","1999",23.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2000","2000",23.8,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2001","2001",25.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2002","2002",25,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2003","2003",24.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2004","2004",25.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2005","2005",25.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2006","2006",25.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2007","2007",25.3,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2008","2008",24.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2009","2009",25.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2010","2010",25.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2011","2011",25.8,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2012","2012",25.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2013","2013",25.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2014","2014",26.5,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2015","2015",25.7,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2016","2016",25.6,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2017","2017",25.9,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2018","2018",26.2,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2019","2019",26.4,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","ISL","Iceland","2020","2020",26.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","1995","1995",19.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","1996","1996",19.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","1997","1997",20.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","1998","1998",19.9,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","1999","1999",19.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2000","2000",19.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2001","2001",21.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2002","2002",20.8,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2003","2003",20.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2004","2004",21.1,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2005","2005",21,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2006","2006",20.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2007","2007",21,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2008","2008",20.6,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2009","2009",21,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2010","2010",21.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2011","2011",21.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2012","2012",21.5,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2013","2013",21.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2014","2014",22.2,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2015","2015",21.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2016","2016",21.3,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2017","2017",21.4,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2018","2018",21.7,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2019","2019",22,,
"EVIEFE65","Females at age 65","EVIDUREV","Years","ISL","Iceland","2020","2020",22,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","1995","1995",8.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","1996","1996",8.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","1997","1997",9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","1998","1998",8.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","1999","1999",8.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2000","2000",9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2001","2001",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2002","2002",9.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2003","2003",8.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2004","2004",10.3,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2005","2005",9.5,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2006","2006",9.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2007","2007",10.3,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2008","2008",9.4,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2009","2009",9.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2010","2010",10,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2011","2011",10.1,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2012","2012",10,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2013","2013",9.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2014","2014",10.6,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2015","2015",9.7,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2016","2016",10.2,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2017","2017",9.8,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2018","2018",9.9,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2019","2019",10,,
"EVIEFE80","Females at age 80","EVIDUREV","Years","ISL","Iceland","2020","2020",10,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","1995","1995",76,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","1996","1996",76.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","1997","1997",76.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","1998","1998",77.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","1999","1999",77.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2000","2000",77.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2001","2001",78.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2002","2002",78.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2003","2003",79.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2004","2004",78.9,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2005","2005",79.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2006","2006",79.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2007","2007",79.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2008","2008",80,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2009","2009",79.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2010","2010",79.8,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2011","2011",80.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2012","2012",81.6,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2013","2013",80.5,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2014","2014",81.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2015","2015",81.2,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2016","2016",80.4,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2017","2017",81.1,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2018","2018",81.3,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2019","2019",81.7,,
"EVIEHO00","Males at birth","EVIDUREV","Years","ISL","Iceland","2020","2020",81.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","1995","1995",38,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","1996","1996",38.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","1997","1997",38,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","1998","1998",39,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","1999","1999",38.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2000","2000",39.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2001","2001",39.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2002","2002",39.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2003","2003",40.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2004","2004",40.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2005","2005",40.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2006","2006",40.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2007","2007",40.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2008","2008",41.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2009","2009",40.9,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2010","2010",41.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2011","2011",41.8,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2012","2012",42.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2013","2013",41.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2014","2014",42.1,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2015","2015",42.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2016","2016",41.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2017","2017",42.5,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2018","2018",42.7,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2019","2019",42.6,,
"EVIEHO40","Males at age 40","EVIDUREV","Years","ISL","Iceland","2020","2020",42.9,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","1995","1995",20.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","1996","1996",20,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","1997","1997",20.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","1998","1998",20.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","1999","1999",20.9,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2000","2000",22,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2001","2001",21.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2002","2002",21.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2003","2003",22.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2004","2004",21.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2005","2005",22.3,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2006","2006",22.5,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2007","2007",22.5,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2008","2008",22.6,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2009","2009",22.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2010","2010",22.7,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2011","2011",23.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2012","2012",24.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2013","2013",23.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2014","2014",23.8,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2015","2015",24.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2016","2016",23.1,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2017","2017",24.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2018","2018",24.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2019","2019",24.2,,
"EVIEHO60","Males at age 60","EVIDUREV","Years","ISL","Iceland","2020","2020",24.6,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","1995","1995",16.2,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","1996","1996",16.2,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","1997","1997",16.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","1998","1998",16.7,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","1999","1999",16.9,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2000","2000",17.8,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2001","2001",17.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2002","2002",17.7,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2003","2003",18.1,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2004","2004",17.9,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2005","2005",18.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2006","2006",18.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2007","2007",18.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2008","2008",18.4,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2009","2009",18.6,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2010","2010",18.3,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2011","2011",18.9,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2012","2012",20.1,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2013","2013",18.8,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2014","2014",19.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2015","2015",19.5,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2016","2016",18.7,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2017","2017",19.8,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2018","2018",20,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2019","2019",20,,
"EVIEHO65","Males at age 65","EVIDUREV","Years","ISL","Iceland","2020","2020",20.3,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","1995","1995",7.3,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","1996","1996",6.9,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","1997","1997",7.8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","1998","1998",7.3,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","1999","1999",7.1,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2000","2000",8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2001","2001",7.8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2002","2002",8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2003","2003",7.7,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2004","2004",7.8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2005","2005",7.9,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2006","2006",8.2,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2007","2007",8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2008","2008",8.5,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2009","2009",8.2,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2010","2010",7.8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2011","2011",8.6,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2012","2012",9,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2013","2013",8.2,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2014","2014",8.7,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2015","2015",8.5,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2016","2016",8,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2017","2017",9,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2018","2018",9,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2019","2019",8.9,,
"EVIEHO80","Males at age 80","EVIDUREV","Years","ISL","Iceland","2020","2020",9.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","1995","1995",78,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","1996","1996",78.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","1997","1997",78.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","1998","1998",79.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","1999","1999",79.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2000","2000",79.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2001","2001",80.7,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2002","2002",80.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2003","2003",81,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2004","2004",81.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2005","2005",81.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2006","2006",81.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2007","2007",81.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2008","2008",81.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2009","2009",81.8,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2010","2010",81.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2011","2011",82.4,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2012","2012",83,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2013","2013",82.1,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2014","2014",82.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2015","2015",82.5,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2016","2016",82.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2017","2017",82.6,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2018","2018",82.9,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2019","2019",83.2,,
"EVIETOTA","Total population at birth","EVIDUREV","Years","ISL","Iceland","2020","2020",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","1995","1995",78.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","1996","1996",78.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","1997","1997",78.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","1998","1998",79.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","1999","1999",78.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2000","2000",79.2,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2001","2001",79.9,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2002","2002",80.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2003","2003",80.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2004","2004",81.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2005","2005",81.3,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2006","2006",81.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2007","2007",82.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2008","2008",82.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2009","2009",82.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2010","2010",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2011","2011",83,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2012","2012",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2013","2013",83.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2014","2014",83.5,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2015","2015",83.4,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2016","2016",83.6,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2017","2017",84,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2018","2018",84.1,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2019","2019",84.7,,
"EVIEFE00","Females at birth","EVIDUREV","Years","IRL","Ireland","2020","2020",84.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","1995","1995",39.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","1996","1996",39.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","1997","1997",40,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","1998","1998",40.2,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","1999","1999",40,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2000","2000",40.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2001","2001",41.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2002","2002",41.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2003","2003",41.7,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2004","2004",42.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2005","2005",42.4,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2006","2006",42.6,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2007","2007",42.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2008","2008",43.2,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2009","2009",43.5,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2010","2010",43.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2011","2011",43.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2012","2012",43.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2013","2013",43.9,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2014","2014",44.2,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2015","2015",44.1,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2016","2016",44.2,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2017","2017",44.7,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2018","2018",44.8,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2019","2019",45.3,,
"EVIEFE40","Females at age 40","EVIDUREV","Years","IRL","Ireland","2020","2020",45.1,,
"EVIEFE60","Females at age 60","EVIDUREV","Years","IRL","Ireland","1995","1995",21.3,,
